,review,vote
1074,"Updating this review as my card was charged more than what was on the receipt, after the fact. It came from someone putting in way more than 20% on the tip. My card was charged close to 60% gratuity. Had to call at least 5 times over the course of a week to speak to a manager to figure out what was going on and someone who could actually do some thing. Finally when I thought I would at least get the correct amount charged, we are here over a week an no refund. This is pretty much theft and I feel like I have to report this because I'm sure I'm not the only one this has happened to.",4.0
1075,Excellent service / good communication/ high quality It's a steakhouse and has one of the best salad bars in San Diego .   I've reviewed for Zagat  and they earn their rating everyday.  Valet parking was not available  tonight but there are many pay lots close to the restaurant.    9/10 food.  8/10 ambience/ 10/10 service,4.0
1076,"This is my second time coming to Fogo de Chao (pre-quarantine). First time was for dinner and this second time was for brunch. I have to say brunch is my fav! I had the all you can eat brunch that includes the buffet and endless amount of protein. Definitely come hungry because there are so many delicious items to pick from. My fav were the artichoke, beans, mushrooms... mostly veggie dishes. The meats were ALL delicious, but my fav was the lamb and the filet mignon wrapped in bacon. As I am lactose intolerant I didn't have much to choose from for desserts. I ended up picking fruit as my dessert and they were so fresh. Side note regarding my lactose intolerance: I asked one of the servers what dishes from the buffet had dairy. He went above and beyond in checking which dishes were ok for me to eat. He even produced a menu ingredient list for me to keep to review as needed. The food is delish and the service top notch! Def plan on coming back and recommend this place to everyone!",3.0
1077,"The food is amazing, the presentation even better and the service absolutely top notch!  The best part though, their cheesy bread is GLUTEN FREE!!!When starting with the buffet - you need a mask, hand sanitizer and provided gloves - there were so many tasty dishes from great cheeses, fresh salads, including quinoa tabouli (also gluten free) and an array of fresh and grilled vegetables. The meats, and there are a lot to choose from, are all served table side. One meat is tastier than the other and everything is grilled to perfection. We were greeted at our table by Hector who worked together with Jordan to deliver top notch service. Jordan has been there six years (he was so amazing I asked) and really made the experience complete for us. We will be back fir sure!",1.0
1078,"Angel, Violet, Kelly, and the evening crew, made this night a very special night! Thank you for the delicious meal and excellent service.Great atmosphere, I would highly would recommend for anyone looking for good time.",5.0
1079,"Great food.  Mike, known as the (Chicken guy) was extra helpful and was on top of his game with excellent customer service.  Just a 10 out of 10.  Thanks Fogo and thanks Mike.  Be back soon",5.0
1080,"Mike the chicken guy was really helpful, attentive, and he went above and beyond. I had asked if they had any grilled pineapple and he said unfortunately none were on the grill. He the followed up with telling us that after he did his rounds with his parmigian pork that he would put some on for us. Low and behold a little while later he comes rolling out with some perfectly grilled pineapple. A perfect way to end my meal. Thank you Mike!",5.0
1081,"Had dinner with the family to celebrate my son's birthday. We arrived at the restaurant before 5pm so it wasn't too busy yet. After a brief wait, we were sat at a convenient location near the salad bar area. Once we were done with the ""appetizers"" we proceeded with the big boy plates and switched the card to green. Bam! The meats came out fast and fresh. Everything was good but the beef ribs, pork ribs, filet mignon and the cinnamon pineapple were the absolute best!!! The entire staff was spot on. Special shoutout to Michael D (Brazilian Mike) for the awesome, attentive, top notch service! He's truly one of a kind. We'll be back very soon!",4.0
1082,Just spent our 10th year Wedding Anniversary tonight and this place was amazing !!!! AVA and PAUL made our experience even more special !!! The whole staff was great made the experience much better!,0.0
1083,"Thank you for celebrating with us, Alma! We appreciate your kind recognition of our team and we hope to serve you again soon! ",4.0
1084,"Daasha was amazing. She was super fun and the food was amazing. Im only giving 4 stars because the salmon was eh, I would skip it- super dry and no flavor. Other than that- great deals on the drinks and food. Great service :)",5.0
1085,"We went there for my birthday dinner and it was great!! Service was excellent and all the staff were great, especially our waitress Ryan. The food was amazing!",5.0
1086,Had an excellent birthday dinner with family!  Daasha and the rest of the staff were very attentive and went out of their way to give us a great time!!  Food was bomb!  And the cheese bread!!  Soooo good!  Thank you FDC!!  Definitely a GREEN LIGHT!!,4.0
1087,We decided to come today and give it another chance. It was a definite difference. The staff was very attentive. The food was amazing and we did get checked on by the manager asking if we needed anything else. Will definitely be back and hope everyone gives it a try!,5.0
1088,The place is great don't get me wrong. The food is delicious and the beginning is service was fantastic. The end...no one offered us a second drink or even water. We  were completely ignored as we waited for any one. It has been half an hour. I guess if we sit here long enough we might get hungry again?  Not sure if I would come again:/Update: New waitress came onto shift. She was very quick and helpful. We were given water (finally) and dessert. We were compensated 1 meal. So I feel we may return.,5.0
1089,The staff on shift at the time we went was very friendly and stayed involved to ensure we were being well fed and taken care.,5.0
1090,"The most expensive food was seafood's tray but it was all  frozen and no taste at all, the seashells was terrible. The meat was served not regularly, we have to wait for a while some meats were over cook and dry. The service could have been better since it was so busy the server and waiter forgot about our drink order and forgot to bring our plates and there's no wet wipes to clean our hands. The restaurant is well set up and well decorated and it is a great location.",3.0
1091,"Thank you for taking a moment to share your candid thoughts. Providing prompt and consistent service is our goal so please know that we will be discussing your comments with our staff. We would like a chance in the future to earn your complete satisfaction so if you are willing, please send your phone number and availability to feedback@fogo.com. Thank you. ",5.0
1092,"Me and the gf went this last Friday night, was the first time for both of us. Service was great, place looked good. Only thing was the food was not that good. The first couple things that were brougt by were very good and me and my gf were happy and looking forward to whatever else they brought by us. Then after that point everything they brought us was WAY TOO SALTY! Whoever was cooking that night needs to learn to chill on the seasoning. We thought maybe it was just a couple things that were like that but the next 4 things brought by is were just as salty. I wasnt really done eating but i can't stand when stuff is over salted, it killed our evening. Like i said, good job on the service but might want to get some new cooks. Will not be going back after this experience",2.0
1093,"We appreciate you and your girlfriend dining with us for the first time, Jonathan. While we are glad you received excellent service, we apologize your meal was not seasoned to perfection. Kindly send an email to feedback@fogo.com including your phone number and availability, as we'd like to speak with you about the dishes you received. Thank you. ",2.0
1094,"Dudes go from table to table showcasing a variety of meats on sticks trying to charm you into agreeing to allow them to slice off a piece and drop it onto your plate. Your choices run the gamut from steak to chicken, pork ribs to lamb chops, sausage to any number of bacon-wrapped goodies and it's all-you-can-eat, loosen that belt.You also get access to the ""market table,"" which is their sides and salad bar. If you're a veteran, you limit yourself at the bar so as not to fill up on sides and save that limited stomach space for meat. Good service, clean restaurant and although not the cheapest meal in town, it's well worth the cost when you consider that you can attempt to eat your weight in filet mignon.",4.0
1095,"Amazing food! Great service! Violet was awesome, she was friendly and entertaining. Definitely coming back! Thank you!",4.0
1096,"I always come to this place for my birthday. It never disappoint. The staff here are amazing and friendly. Meat always cooked great! I recommend you to Pull up on your special day, or on a hot date, and put that meat in your mouth :)",0.0
1097,"Thanks for celebrating your birthday with us, Eric! We look forward to having you back soon, as we are always happy to serve you! ",4.0
1098,"In short, service overwhelming!!! Waiters nice but too short handed to be efficient. The meat servings were not to expectation, fatty and a medium is black and blue, side dishes served way after meat, worth the money? nope.Won't be back to eat, but their bar was very  cozy and nice to actually enjoy!",5.0
1099,"We are saddened by your star-rating and feedback. Making sure your dining experience is a great one is our priority. If there is anything we can do to ensure your next visit is better, please let us know by emailing feedback@fogo.com with your phone number and availability. Thank you. ",5.0
1100,Amazing service by Jose! He is so attentive and professional! Thank you for a great experience!,3.0
1101,We came in this weekend for our anniversary dinner and overall it was a great meal and the service was nearly flawless. Given some of the recent lifting of Covid restrictions we were able to dine inside and we thought everything was handled pretty well aside from some lining up with the salad bar which couldn't be helped much given how parties come and go. Our server did a great job and was very attentive and the meat servers did a great job with bringing a good variety of steaks around. All of the meat cuts were great and the filet and garlic steak were two of my personal favorites. Now that things are starting to slowly get back to normal I look forward to coming in more regularly and having more great meals.,5.0
1102,"Great food, great atmosphere. Service by Daasha was stellar. Her recommendation on the chocolate cake with vanilla ice cream capped a great meal.",5.0
1103,This location is amazing! Oscar was amazing and has always gone above and beyond on his customer service! Thank you Oscar for being accommodating with my daughters allergies and just overall a kind and fun human! Yesenia has also been amazing every time we come! She is a hard worker and consistently has a smile on her face! She is honestly an asset to this business and they are lucky to have her. Now when it comes to drinks Ashley and Jacob have made me the BEST DRINKS! Jacob doesn't usually bartend but he should because his drinks are delicious!!  And Ashley your drinks are next level  thank you guys for always being amazing!!,5.0
1104,"Troy was our server and he was a so great! Super friendly and nice, explained how the menu works as it was our first time here. All the staff was honestly so nice and the food was so delicious!! Definitely recommend coming here",5.0
1105,Very delicious! All the meats were good. However the Honey Topped Cheese...lord have mercy! So very good. Also the Cinnamon Pineapple was pretty good as well.,5.0
1106,Had reservations and had to wait 30 minutes to be seated. It was Veterans Day and the place was nuts. The stuff was very polite and handled everyone with care. They made us feel special and everyone seemed to be enjoying themselves. Thank you for the awesome food! You have wonderful staff!,5.0
1107,Came here for my boyfriends birthday and also restaurant week! It's about $60 a person for all you can eat. Make reservations for a large group! The top sirloin was my favorite! They have awesome cheeses and the mashed potatoes were delicious.,4.0
1108,"The service was good but the picanha came four times before anything else. I watched the lamb chops and beef ribs pass us twice before the waitress finally asked us what they could bring us.The pineapple never came by and that's the one that usually the one that goes around the most at other Brazilian grills (we are Fogo regulars).The meats were cooked well and tasted great though.With the exception of the meat rotation, service was what I've come to expect from Fogo.Once we asked, they really stepped it up in bringing the food around. Salad bar was fresh. One star off because some servers skipped our table (see first paragraph). But they did fix it.",0.0
1109,"Looks like a small spot from the street however opens up to a larger dinning area once inside. Silvia was our server and was very nice, doing her best to take care of our large table. It was packed with the slam the place experienced for Veterans Day. She checked in several times for us to place more drink orders and to make sure we had everything we needed.",4.0
1110,"You know a big shout out to the service staff today, Veterans Day, for all the service staff at this restaurant.  The food was well prepared, to temperature and tasty. The que was quite long when myself and my friends arrived and the employees did a great job handling all the reservations and hungry patrons. The restaurant was jammed however the staff kept the food coming and continued to restock the salad/rice/beans without delay. I would normally rate this place a 4 however today they get a 5 rating because of their superstar staff . Well done team be proud.",5.0
1111,"Thank you for sharing such kind remarks about our staff, Bill! Your support means the world to us and we hope to serve you again soon! ",4.0
1112,"I definitely understand that Friday's and weekends get busy, especially for dinner, but it doesn't seem reasonable to have a reservation and not be seated until 45 minutes later. I know it wasn't just my party either as pretty much everyone inside was talking about the same thing.They seemed to be either short staffed or the waiters weren't very attentive. The first person who we thought was our waiter rarely checked in on us even though we saw him walking around quite a bit. Throughout the evening another gentleman apologized for not checking in on us so maybe he was our main waiter and the others were assisting? In any case, this second waiter was apologetic, helpful, and gave me a free dessert as we were there celebrating my promotion at work. As for the first gentleman I'm not sure what his role was or even where he was most of the night.Our table also seemed to be neglected quite a bit when it came to food. We had to ask multiple times for the sides to come out, the gentlemen serving meat would make their rounds to tables surrounding us but often times wouldn't come to ours. I feel like we had to flag people down most of the time.This wasn't our first time dining but this experience wasn't up to par with the others. Will still come back because I love the food, but there are definitely areas for improvement.",4.0
1113,"Thank you for choosing Fogo de Chão to celebrate this special milestone, Kyle. While we're glad you enjoyed a delicious meal, we're disappointed to learn our service was lacking. It's always our hope that we're meeting your expectations and we want your next visit to be terrific in every way. We ask that you kindly email feedback@fogo.com with your contact information and availability to discus this directly. Warm Regards. ",5.0
1114,"I highly recommend this place guys the employees here are all really nice and friendly I remember one of the employees here Yessy I want to thank her for her superior service throughout the lunchtime, she was very nice as well as Monica It was one of the best experiences ever.",2.0
1115,"Came in Friday evening for a girls night out.  We started just before the evening rush, Humberto, the GM introduced himself to us and made sure his staff was more than attentive.  They remained attentive throughout the rush. The food was amazing, papaya cream amazing. Bar was fresh and stocked. Cocktails and wine refreshing and the special order steak was delicious! I learned they have catering opportunities as well/ I will definitely be reaching out for",5.0
1116,"My review is based on customer service, food, and price.First, the front reception check-in needs work, and is one of the reason I provided 3 stars. We went there to celebrate a birthday, had reservations, and saw walk-ins seated before us because they were so frazzled and disorganized. After waiting 15-20 minutes AFTER our reservation time, I spoke up and quickly observed that the host had not even checked us in. Service...this place is hit or miss. Our server Lupe was great but, he did not appear to have much help until late in the meal. He was attentive and did his best but,  what can you do with tons of people pulling you in every direction. The carvers, again hit or miss. Half are extremely friendly and talkative, the other half appear to hate their job and the people they are serving. Toward the end of the meal we ordered dessert from a server (not Lupe) and after 45 minutes of awkward waiting, we finally flagged Lupe who got it to us 10 minutes later.For the most part, the food is good. The salad bar is kept stocked with a mixed variety. The meats were good; although, the lamb was a bit gamey for me. If you know, you know. Drinks were good-- nothing to write home about or that made me want seconds. I might come here again, I just don't know. For the price, I expected much better service. Meh.",5.0
1117,"Aj, thank you for taking a moment to address your comments with us. We are committed to providing our guests with a memorable experience, and apologies for missing the mark. If there is anything we can do to work towards your complete satisfaction, we encourage you to send an email to feedback@fogo.com with your contact information and availability. Thank you. ",3.0
1118,Very friendly staff and amazing food! Thank you Jose from Minas Gerais. Great service!,5.0
1119,"First off, just want to Thank Michael for its great customer service. Well, dressed and very polite to me and my family! Thank you very much for serving us and looking for the seeing again! Mr. New York himself ladies and gentlemen.",5.0
1120,Best sangrias ever Good service Good quality Did I say quality !! Of meat  So good !,4.0
1121,Daasha was a great waitress. It was busy but she did an amazing job. The food was great and I'll definitely come again,0.0
1122,"Awesome place and a fantastic experience. We also received exemplary service from everyone. Especially, Daasha. She was charming, focused, and attentive. Her expertise went above and beyond. Oh, and whoever gave us our wine recommendation (sadly, I didn't catch his name) was great, and the wine was superb. If you like great food or great service, then FdC will amaze.",4.0
1123,Daasha gave us great service on our visit. Would come back just for the quality service. And great food,5.0
1124,Mike the chicken guy is the best in the business! Will be back to see him ASAP! Great lunch special and happy hour at this location.,5.0
1125,"Great service and Ambiance. Food is great, but avoid getting seating in the back corners. All the good steaks and meats rarely come around and when they do, it's usually the center and is very rare.",5.0
1126,"My husband surprised me for Valentine's Day! It's fancy and casual at the same time! It is a little dark and quiet setting inside, kinda made me think of the movie Ratatouille, Lol. The food? Definitely made me have a flashback like the food critic from Ratatouille but not of a memory, a flavor of food so good! The garlic sirloin they come give you randomly is SO GOOD also, pretty expensive but you pay for what you get and that is really good food!",5.0
1127,"I have to say I'm totally impressed with both our hostess Marytza as well as Violet the manager who went out of her way to make sure to accommodate some personal requests to help make my niece's baptism celebration at Fogo de Chão a very memorable event with the great service, personal attention and great attitude towards managing a bunch of people all at once. Thanks so much for making this an experience!",5.0
1128,"Daasha was a great server and took care of us! Great experience, great food ! It was a pleasant evening at FOCO.",4.0
1129,"This is a good place to eat. The Picanha has to be my favorite choice of meat there. It's what I go for. I'm going to be honest and say the alcoholic cocktails are definitely overpriced (my opinion). Also, don't fill up on sides or the salad bar because the meat itself will definitely fill you up and really we go there for the all you can eat meat pretty much.",5.0
1130,"Thank you for joining us, Maggie, and it's wonderful to know our Picanha was your favorite. We value your feedback, and if there is anything you would like to discuss offline, please send your best phone number and availability to feedback@fogo.com. Thank you. ",5.0
1131,"Best Brazilian steakhouse. Profession, clean. Their prices are quite up there in the 60s range. I would come back.",4.0
1132,"I'm baffled that this place has 4 stars lol. Literally had dry steak... most of them flavorless, even their lemonade was terrible. They're Caramelized banana, terrible.. the ONLY reason why I gave it 2 stars was because the lamb was actually fantastic and their flank was pretty descent.. Also, our reservations were at 6:30 and we were not seating til shortly after 7pm smh",0.0
1133,We aim to deliver an amazing experience every time and we are disappointed to hear we fell short. Please allow us the chance to address your concerns by sending an email with your contact information and the best time to reach you to feedback@fogo.com. Thank you. ,4.0
1134,"I had never been to a Brazillian steak house before, and Fogo de Chao did not disappoint! I actually don't eat beef or pork so I ordered the chilean sea bass and it was PHENOMENAL! The little Brazilian puffs/poppers they provide to the table may have been my favorite thing. They were just like this little frozen brazilian poppers I used to get from Whole Foods growing up - except 1000x better! I love salad, so the salad bar they had was incredible. Everything I tried was great. The servers were extremely attentive and we were taken care of extremely well. My friend had taken me for my birthday and they offered a complimentary dessert that had ""Happy Birthday"" written on it. We ordered the cheesecake and it was fantastic. Loved the ambiance of the restaurant. The whole experience was a 10/10.",4.0
1135,Good food and fun place to take family and friends to enjoy fine dining experience and ambiance.,2.0
1136,"Thank you for your awesome comments, Oswaldo! We love creating excellent dining experiences for our guests and we hope to have you back soon! ",5.0
1137,Angel was amazing! Solid service like always. Thank you!! He made sure the bday boy was taken care of. 5 stars,5.0
1138,"Roman as a waiter and big Mike as a food server were the best experiences of my night at fogo celebrating our anniversary. You would be lucky to have either working while you are dining as they make the service top notch, bar none.",5.0
1139,"UPDATE:After my review I was contacted by the general manager who invited me & a guest to try Fogo one more time and have a better experience. The service staff was very attentive and the meats were better! Very fresh and hot in temperature. The place was still crowded (and it was a Tuesday!). But perhaps that means people like it. One issue remains-- the floor was still dirty with food remnants; someone needs to vacuum it regularly. And the salad bar was a bit of a mess. That also needed some tender, love & care.I also learned that there are 3 ""happy hour"" priced drinks! So I had a $7 Malbec. And It was pretty good, too.ORIGINAL:I love Fogo! But I didn't like this location so much. It was very crowded and loud. The meat wasn't as good as The Fogo is NYC, Las Vegas, and NYC.",4.0
1140,"Sharde, your love of Fogo means the world to us, which is why we are disappointed to learn of your recent visit. Please allow us to speak with you about your experience to better serve you next time. Kindly email feedback@fogo.com with your contact information and availability. Thank you. ",4.0
1141,"I had T H E  B E S T time for my husband's birthday. The food is delicious and our server, Daasha Ferguson is absolutely phenomenal. We had 4 kids with us and I didn't hear a peep all evening  She exceeded every expectation and provided above and beyond service. Each meat selection was scrumptious! The flavor and preparation were outstanding   Don't forget to try the grilled pineapple with cinnamon and the brown sugar and black peppercorn bacon",5.0
1142,"Amazing place! Best services too!I want say thank for Mr Jose! The best service, treat my family and I fantastic!",5.0
1143,"Too hot inside, disappointingly slow table service, and an even slower bar. I went here on 9/3 with my wife to celebrate our wedding anniversary, big mistake; huge!. We were excited for our first time coming here, and we saved up our appetites for it.  Our reservation was at 7:15 and we were seated around that time. First red flag was how hot it was in the waiting room, but it was nothing like the dinning room, you could of cooked the picanha in there! But judging by the table service I don't think they were cooking much of anything last night.  At first a couple gauchos stopped by, tried picanha, pork ribs, and a single drums stick; for about the next 40 mins that was all that came out. And to top it off it took a whole hour for our drinks to arrive, so we started to get a little frustrated. At the end of the night we were sweaty and still hungry, we decided to cut our losses and just leave. This is not a place I would like to come to again all around the service was just poor, which is a little shocking because they highly encourage reservations here. The environment is very loud and too rowdy for the type of  date night we wanted. Fogo De Chao is not the spot.",1.0
1144,"Charles, thank you for joining us on this special occasion. Hearing your visit did not exceed your expectations is disappointing to us, as this is always our goal. We are eager to connect with you offline so we can take the steps to earn your complete satisfaction. At your convenience, please email feedback@fogo.com with your contact information and availability. Best. ",4.0
1145,Great service.  Especially The Gaucho's. Andrea.  We never went 2 minutes without someone asking us if we were doing ok. Very attentive staff.  Great food experience. A+,4.0
1146,"Thank you for this review and sharing your experience, Paul! We are so happy to hear Andrea and the team made your evening extra special. We look forward to having you back in! ",0.0
1147,"Went for two days in a row trying different things since I usually go to other fogo's in other states.The Dry-Aged TomaHawk was not what I was expecting not only how it was cooked (I requested rare and was 3/4) but also the meat quality based in the fact I only eat stakes all the time everywhere everyday since 2010 and I think I know a little bit about it, was not great.I know tasting is a very relative concept in terms of food but based in a very simple standard I would say that at least in my visit They need to check on improvements with the salt and the cooking, when had the experience some cuts were over salted and others overcooked, I just liked rare so I was very observatory.I cannot talk about sides because I never do any.Wine cabernet was as expected, regular good.Sometimes there is no one in the entrance and that's not good in this type of restaurant.Service and Ambient was high end specially from Mile the chicken guy, you clearly can notice his service, He worries about it and I'll give him a 20 out of 10.",4.0
1148,Food and service were amazing. Daasha was extremely helpful and her recommendations were excellent!,5.0
1149,"I'm telling you what, Mike the Chicken guy is the man! Customer service was point. Thanks",4.0
1150,"Honestly, I could have just came on a bad day. I don't really know, it was extremely busy. All the meat was dry, nervy, and chewy. I absolutely love their pineapple and salad bar though. But this place is 100% overpriced from what I observed ): I was really hoping I would love it. The servers and staff were extremely kind though.Update: I did not want to reach out in the email provided because I just appreciate the gesture as is, thank you for responding and being kind",5.0
1151,"We apologize for letting you down, Jazmyn, as our goal was to impress you with our quality, delicious, and flavorful cuts. We would love another chance to earn your trust, so kindly send your phone number and availability to feedback@fogo.com. Thank you. ",5.0
1152,We celebrated my friend's bday and had a great dinner. Awesome waitress!! Thank you Daasha for a great time!,4.0
1153,Dasha waited our table. Very prompt and attentive. We enjoyed our dinner this evening. Food was delicious! The beef rib was so tender...we left very satisfied. Top the end of dinner with there cheesecake dessert.,5.0
1154,"Fogo is consistently one of the best spots for quality food in SD! My favorite time to come is Lunch. The prices are fair and the quality and selection do not suffer one bit. besides, it's very entertaining. The Wait Staff is WONDERFUL! Andrea --an amazing server-- SAVED a guys life who was choking to death right in front of us all! PRO TIP: For Lunch, get the Gaucho Table and pick one meat. It's plenty of food and will save you 30% or more. I always pick the Picanha",5.0
1155,"Thank you for taking a moment to share your experience with us, Vince! We value your patronage and look forward to your next visit! ",5.0
1156,"From the moment you walk in this restaurant, you know it's about to be the best meal experience in downtown San Diego! The staff is very friendly and efficient, the decor is very nice, and the food is top notch. I was hesitant at first with the $60 per head price tag, but it was worth every penny! Everything was so fresh and the meat was deliciously cooked to perfection. My waiter Martin was very kind with us and gave above and beyond service. I will be coming back soon!",5.0
1157,Great food friendly staff who would have thought to roast pineapple with cinnamon,5.0
1158,"Excellent food, service and atmosphere. The carved meat kept coming. Had to put out the red label to catch my breath. All the servers were especially attentive and courteous. I definitely will be back.",4.0
1159,"Went here with my husband to celebrate his birthday. From start to finish we were treated very well by all the waitstaff, but especially Michael di Iulio who made us feel very welcome and the experience authentic Brazilian. Top notch service and he even treated my husband to a decadent Brazilian chocolate cake for dessert. The food was delicious and we left highly satisfied.",0.0
1160,"It took me a whole while to dine at this restaurant and it was worth the wait. I treated my man here for his birthday dinner and received excellent service from Lupe. He was very friendly and explained how the dining process worked. They offer all you can eat salad and charcuterie items like cured meat and cheeses. Servers come around to serve you a variety of cooked meat. I honestly lost track of what was what, but I'm sure we had a mix of picanha, other sirloin, filet mignon, beef ancho, lamb chop, ribs and others. The meats were cooked nicely, juicy, and some were melt in your mouth good. Some were better than others, I appreciated the beef cuts the most especially with some rareness in there. Other sides were standouts, like the cheese bread which had perfect amount of cheese, was soft and airy, the honey cheese which was melty cheese with honey, and the Brazilian street corn from the buffet table. We ordered cocktails as well like the mango habanero and the strawberry hibiscus caipirinha. Delicious but good amount of strong. Perfect pair to our meal. Awesome birthday chocolate molten cake.",4.0
1161,"I made a reservation months in advance for my husbands birthday just to have the worst experience I have ever had at any restaurant! We were highly disappointed and will not be recommending this restaurant to anyone, if anything we will tell them all to steer clear! I have a long list of issues and if I took the time to type them all out, it'd consume all of my day and look like an extensive dissertation.... Thats how bad it was. Therefore, Ill save my energy--I recommend you all  save your money and expectations to be trusted elsewhere.",5.0
1162,"Tasi, we appreciate you visiting to celebrate your husband's birthday, but please know that the behavior you've described is not in line with our high standards. At your convenience, kindly send an email to feedback@fogo.com with your phone number and availability. Thank you. ",5.0
1163,"This place was great, I am down here due to work and decided to eat here, by myself.   I arrived early and from the beginning they treated me like I was their very customer,  ever!  Angel, the Chef, said I was his only customer and he treated like it, he brought delicious food and explained what it was and provided top notch service.  Great place.",5.0
1164,The food and service was amazing as usual. Dasha was an amazing server. Will be back again soon.,1.0
1165,"I made a reservation for 8pm for Valentine's Day almost two months ahead of time. When we got there, there was a line of people wrapped around the restaurant, I had assumed those were people waiting in line who didn't have a reservation so I went to the front of the hosts stand and told someone who I believe is a waitress that I had a reservation for 8. Which she told me ""You and everyone else in this line"". So we went to the back of the line and waited about 30 minutes when I got back to the hostess stand I informed her I had a reservation, she told me we would be seated as soon as there's a table available, when I asked her how long this would be she told me 2-3 hours.I understand it was Valentine's day, it was busy and to expect a little bit of a wait even with a reservation. But I made this reservation 2 months in advance expecting to be seated in a reasonable amount of time. Everyone else had a reservation for the same time. So what was the point of making a reservation then getting quoted up a total wait of up to 3.5 hours when we got there.",5.0
1166,"Ailani, we appreciate you joining us this Valentine's Day. However, we apologize for the inconvenience caused by the longer-than-anticipated wait times. Our team was working hard this holiday to accommodate our guests in a timely manner and would be more than happy to discuss your concerns offline. If you would, please send an email to feedback@fogo.com with your phone number and availability. Thank you. ",5.0
1167,Mike the chicken guy provides impeccable service and makes the food experience so enjoyable. He brings a positive attitude and made sure we got the meat cuts that we were asking for. Highly recommend Mike as your server because you can tell he loves his job !!!,1.0
1168,"Had a great dinner. The food was good but the service provided by Ava, was exceptional.  She was amazing and was the most valuable asset the restaurant has.  She deserves a raise and promotion. She made this a special experience.  Kudos to her for her amazing work ethic, personality, and professionalism. And kudos to FdC for making the smart decision to hire Ava!",5.0
1169,"Absolutely stunning atmosphere, attentive staff, and to die for food! Our server Andrea took care of us very well and overall made the experience that much better. Mike the chicken guy was also a great addition to the staff and super fun to have around. Recommend the picanha if you happen to be dining at this establishment, you will be asking for more!",5.0
1170,"Victor, we appreciate your fantastic recommendation! Thank you for taking a moment to share, and we can't wait to serve you again. ",5.0
1171,Great service and food! Carolina is a great hostess and José is a great waiter! They were eager and willing to meet all our requests and we had a great time!,4.0
1172,"Been here for many years now. Always great food and atmosphere. Our server Alex was amazing, had her for a couple of times now and she does well accommodating my needs. Especially making a drink that's not on the menu. She's great!",0.0
1173,The food here was delicious! My husband and I came to celebrate getting pregnant and will definitely go back again soon! I couldn't try the drinks but my husband did and he said they were amazing as well.,4.0
1174,Overpriced at $45 per person. The meat was bland and needed more salt or at least more flavor. I was very disappointed! I had been looking forward to coming here.,5.0
1175,"Brenda, we are saddened to read your feedback, as we always want our guests to find value in our delicious and quality cuts. When you have a moment, kindly send an email with your phone number and availability to feedback@fogo.com. Thank you. ",5.0
1176,"Amazing cuts! The food was great and we had an exceptional server named Julian, he was super attentive and provided the best service",5.0
1177,"If I could give a negative 10 I would. We went a party of five women for my daughters 20th birthday 5/8/23 around 5:30pm. We have be to the Fogo in Chicago and Naperville Illinois and have never had such a bad experience for so much money. The food was greasy, cold and could tell it was not fresh. the key lime pie was horrible it had a nasty bitter flavor and the texture was like thick sand. Now the main problem was the service. We were at our table not even able to sit down and our then server was at our table asking id we were ready to start! We weren't even in our chairs! I had to ask her if we could place a drink order first but bring water so we could look at the drink menu. After her explanation of the system (a couple women were new to the experience) she left to get water. We ordered drinks got our starters and still had our cards on red when a man came by with some pork, we asked him to come back when our cards were flipped to green, well I guess that was a mistake because once we turned them over to green the service got worse, it took forever to get anyone to stop at our table even for water refills! Then apparently we were not in need of a server because ours told us she had to be somewhere else and we would be a group effort to serve?? What is that? No clue but I had to continue to wave people down to get anything, which is insane because we were right by the servers station/computer as well as right next to the buffet table. Yet the woman who was our server kept coming by to try and push us to buy shots of tequila and sangria! The service was just horrible I have never had such an expensive negative experience in my life!",1.0
1178,"Beth, your celebration should have been amazing and we are sorry that you left with such an impression of our restaurant. We would be grateful for a chance to make it up to you in the future so when you have a moment, please send your phone number and availability to feedback@fogo.com. Warm regards. ",5.0
1179,Came here for my friends birthday and it was great! I tried so many meats. The salad bar was great too. Lots of options definitely recommend,1.0
1180,"Took my family for Brunch past Saturday, food was amazing as always. Family fist time there (plus toddler) we were very pleased with Lorraine (Hostess) assistance and Marina for great service and patience.",5.0
1181,"From the moment we got there, every single person that worked at this restaurant was kind, pleasant, professional, gracious and exceeded expectations in every way.  From being greeted, having a drink at the bar while I waited for my table to be ready, to servers and management, it was a warm, welcoming and wonderful experience.I have been to many Fogo De Chaos across the US, and as always the food is perfection.  What makes this one stand out is how the management team and staff takes the time to provide high quality service and attentiveness that far exceeds what I have experienced lately (esp post-COVID).  Ava and Roman were my servers.  Sweet, attentive, and worked so hard to make sure that I had all my questions asked, got all the meats that I wanted, and refilled every glass.  Outstanding service!Humberto came by several times and made sure that I got my favorite garlic beef and that I was alway attended to by all of the meat servers.  He was also very kind, gracious, and attentive.Finally, Violet took the time to come by and make me and my daughter feel so welcomed.  It was like we were at a family owned restaurant with the dedication and customer service that is at a 5 star restaurant.  This was the icing on the cake.  Violet was awesome!  We loved how proud she was of her restaurant and staff, had a charming personality, took time to explain the menu, and asked us to return again soon!  We will be back! :)",5.0
